"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"16401","United Kingdom","4098.32","2011-12-08 18:15:00","12","High value","341.53"
"16670","United Kingdom","4095.90","2011-11-23 09:34:00","11","High value","372.35"
"12749","United Kingdom","4090.88","2011-12-06 09:56:00","5","High value","818.18"
"14092","United Kingdom","4076.91","2011-12-02 12:13:00","14","High value","291.21"
"12449","Belgium","4067.29","2011-11-17 13:46:00","4","High value","1016.82"
"18087","United Kingdom","4055.72","2011-09-02 15:12:00","2","High value","2027.86"
"14401","United Kingdom","4051.48","2011-12-05 13:30:00","13","High value","311.65"
"12656","France","4051.17","2011-11-22 13:42:00","5","High value","810.23"
"12867","United Kingdom","4036.82","2011-11-13 15:30:00","7","High value","576.69"
"13815","Germany","4027.36","2011-11-17 14:19:00","4","High value","1006.84"
"12841","United Kingdom","4022.35","2011-12-05 11:13:00","25","High value","160.89"
"12957","United Kingdom","4017.54","2011-11-30 09:53:00","8","High value","502.19"
"12378","Switzerland","4008.62","2011-08-02 10:34:00","1","High value","4008.62"
"14547","United Kingdom","4007.54","2011-12-06 11:06:00","8","High value","500.94"
"16186","United Kingdom","4006.94","2011-11-17 12:43:00","12","High value","333.91"
"17769","United Kingdom","3997.98","2011-11-27 11:18:00","10","High value","399.80"
"15529","United Kingdom","3995.23","2011-11-17 11:29:00","11","High value","363.20"
"17001","United Kingdom","3989.57","2011-12-09 09:38:00","11","High value","362.69"
"15416","United Kingdom","3984.32","2011-10-06 09:38:00","4","High value","996.08"
"17611","United Kingdom","3984.22","2011-12-02 13:29:00","15","High value","265.61"
"12779","Poland","3981.36","2011-11-02 11:43:00","8","High value","497.67"
"12727","France","3980.70","2011-11-29 11:46:00","7","High value","568.67"
"14299","United Kingdom","3965.62","2011-12-01 16:05:00","9","High value","440.62"
"13523","United Kingdom","3964.88","2011-11-06 15:11:00","5","High value","792.98"
"13183","United Kingdom","3957.78","2011-12-02 10:30:00","9","High value","439.75"
"17651","United Kingdom","3945.00","2011-11-28 10:29:00","10","High value","394.50"
"12473","Germany","3938.55","2011-11-10 13:46:00","5","High value","787.71"
"17593","United Kingdom","3927.34","2011-12-06 10:30:00","5","High value","785.47"
"14739","United Kingdom","3902.28","2011-12-05 16:54:00","7","High value","557.47"
"13999","United Kingdom","3901.81","2011-11-29 13:40:00","12","High value","325.15"
"14291","United Kingdom","3883.25","2011-12-08 10:26:00","11","High value","353.02"
"18073","United Kingdom","3877.52","2011-08-17 14:02:00","12","High value","323.13"
"13124","United Kingdom","3866.33","2011-09-11 12:45:00","3","High value","1288.78"
"15195","United Kingdom","3861.00","2011-12-07 12:20:00","1","High value","3861.00"
"16717","United Kingdom","3858.38","2011-11-16 12:16:00","6","High value","643.06"
"12662","Germany","3849.78","2011-12-09 11:59:00","11","High value","349.98"
"16327","United Kingdom","3844.22","2011-11-25 13:23:00","6","High value","640.70"
"13266","United Kingdom","3834.26","2011-11-28 14:39:00","12","High value","319.52"
"17091","United Kingdom","3827.76","2011-12-07 10:43:00","9","High value","425.31"
"15867","United Kingdom","3812.64","2011-12-04 13:32:00","15","High value","254.18"
"12755","Japan","3811.95","2011-03-04 12:42:00","2","High value","1905.98"
"12597","Spain","3811.22","2011-11-20 13:33:00","4","High value","952.81"
"13435","United Kingdom","3809.89","2011-12-04 14:45:00","7","High value","544.27"
"12668","Germany","3807.15","2011-11-28 10:56:00","4","High value","951.79"
"16145","United Kingdom","3799.49","2011-12-01 10:33:00","11","High value","345.41"
"16655","United Kingdom","3794.52","2011-11-22 11:25:00","6","High value","632.42"
"16168","United Kingdom","3787.60","2011-11-29 12:45:00","27","High value","140.28"
"16019","United Kingdom","3786.24","2011-10-24 11:51:00","9","High value","420.69"
"12562","France","3781.74","2011-12-01 17:20:00","7","High value","540.25"
"17173","United Kingdom","3766.60","2011-12-04 14:40:00","8","High value","470.83"
"16904","United Kingdom","3754.27","2011-12-05 13:10:00","16","High value","234.64"
"17238","United Kingdom","3744.65","2011-12-07 11:35:00","17","High value","220.27"
"14145","United Kingdom","3742.20","2011-10-24 12:10:00","4","High value","935.55"
"13552","United Kingdom","3740.07","2011-10-04 15:19:00","12","High value","311.67"
"16570","United Kingdom","3738.40","2011-11-24 17:02:00","10","High value","373.84"
"15808","United Kingdom","3734.97","2011-02-06 14:33:00","4","High value","933.74"
"14282","United Kingdom","3729.34","2011-12-06 17:04:00","15","High value","248.62"
"12502","Spain","3723.87","2011-09-05 11:52:00","5","High value","744.77"
"12647","Germany","3722.82","2011-11-17 12:56:00","12","High value","310.24"
"13680","United Kingdom","3722.42","2011-12-08 13:47:00","4","High value","930.61"
"16240","United Kingdom","3718.80","2011-11-15 14:30:00","2","High value","1859.40"
"14364","United Kingdom","3717.35","2011-08-23 11:01:00","8","High value","464.67"
"15845","United Kingdom","3711.77","2011-11-22 09:42:00","8","High value","463.97"
"15622","United Kingdom","3709.56","2011-10-27 16:44:00","9","High value","412.17"
"13148","United Kingdom","3707.12","2011-11-10 15:23:00","12","High value","308.93"
"17819","United Kingdom","3704.87","2011-09-29 10:52:00","7","High value","529.27"
"15379","United Kingdom","3703.29","2011-06-23 13:13:00","7","High value","529.04"
"12553","France","3692.28","2011-12-01 16:38:00","10","High value","369.23"
"16253","United Kingdom","3683.86","2011-10-04 09:09:00","2","High value","1841.93"
"15581","United Kingdom","3679.97","2011-08-11 09:38:00","13","High value","283.07"
"15296","United Kingdom","3672.86","2011-10-20 11:47:00","6","High value","612.14"
"18079","United Kingdom","3651.97","2011-10-25 15:27:00","4","High value","912.99"
"13137","United Kingdom","3650.41","2011-11-29 12:09:00","8","High value","456.30"
"16712","United Kingdom","3645.43","2011-11-30 13:48:00","11","High value","331.40"
"13426","United Kingdom","3641.32","2011-12-09 08:59:00","10","High value","364.13"
"12619","Germany","3641.24","2011-11-23 14:52:00","9","High value","404.58"
"16440","United Kingdom","3640.67","2011-12-02 12:02:00","5","High value","728.13"
"13381","United Kingdom","3639.31","2011-11-08 11:58:00","6","High value","606.55"
"17230","United Kingdom","3638.41","2011-03-20 16:12:00","8","High value","454.80"
"14543","United Kingdom","3630.33","2011-11-11 12:45:00","16","High value","226.90"
"17528","United Kingdom","3628.50","2011-12-08 13:27:00","8","High value","453.56"
"13327","United Kingdom","3627.77","2011-11-01 10:21:00","8","High value","453.47"
"13520","Switzerland","3624.35","2011-10-12 10:20:00","6","High value","604.06"
"17576","United Kingdom","3622.68","2011-12-01 17:56:00","19","High value","190.67"
"14040","United Kingdom","3614.92","2011-10-30 12:42:00","12","High value","301.24"
"13082","United Kingdom","3613.63","2011-08-05 16:16:00","9","High value","401.51"
"15505","United Kingdom","3610.96","2011-10-18 07:56:00","5","High value","722.19"
"15113","United Kingdom","3609.33","2011-11-30 08:23:00","3","High value","1203.11"
"16242","United Kingdom","3603.21","2011-12-01 15:12:00","7","High value","514.74"
"15484","United Kingdom","3594.31","2011-12-08 15:03:00","4","High value","898.58"
"14132","United Kingdom","3586.03","2011-12-07 13:35:00","11","High value","326.00"
"17203","United Kingdom","3563.85","2011-11-04 12:27:00","6","High value","593.98"
"17491","United Kingdom","3558.87","2011-12-08 16:18:00","10","High value","355.89"
"15544","United Kingdom","3546.71","2011-11-30 16:43:00","9","High value","394.08"
"14503","United Kingdom","3543.26","2011-12-06 13:30:00","6","High value","590.54"
"13448","United Kingdom","3539.37","2011-11-23 12:33:00","6","High value","589.90"
"13334","United Kingdom","3536.82","2011-09-18 15:21:00","3","High value","1178.94"
"12454","Spain","3528.34","2011-10-14 17:13:00","1","High value","3528.34"
"17160","United Kingdom","3518.03","2011-11-08 14:05:00","6","High value","586.34"
"13953","United Kingdom","3515.68","2011-12-02 16:04:00","7","High value","502.24"
"16360","United Kingdom","3512.53","2011-12-05 12:16:00","6","High value","585.42"
"14395","United Kingdom","3507.71","2011-12-07 14:34:00","9","High value","389.75"
"16131","United Kingdom","3506.54","2011-10-19 11:53:00","6","High value","584.42"
"14907","United Kingdom","3501.10","2011-12-06 14:14:00","7","High value","500.16"
"16458","United Kingdom","3482.74","2011-12-07 09:34:00","18","High value","193.49"
"13993","United Kingdom","3466.36","2011-10-28 09:06:00","9","High value","385.15"
"13014","United Kingdom","3466.28","2011-11-29 12:27:00","10","High value","346.63"
"17758","United Kingdom","3456.70","2011-11-20 14:45:00","8","High value","432.09"
"15410","United Kingdom","3450.84","2011-09-16 14:47:00","8","High value","431.36"
"13536","United Kingdom","3448.29","2011-12-08 16:38:00","7","High value","492.61"
"15129","United Kingdom","3447.40","2011-10-20 14:40:00","11","High value","313.40"
"15974","United Kingdom","3442.15","2011-10-31 13:13:00","7","High value","491.74"
"17725","United Kingdom","3439.08","2011-11-23 16:34:00","11","High value","312.64"
"15676","United Kingdom","3435.76","2011-11-21 12:40:00","3","High value","1145.25"
"14221","United Kingdom","3432.80","2011-10-28 13:42:00","9","High value","381.42"
"12406","Denmark","3415.30","2011-11-17 19:22:00","2","High value","1707.65"
"15981","United Kingdom","3408.48","2011-11-15 08:00:00","8","High value","426.06"
"13437","United Kingdom","3408.06","2011-11-25 14:00:00","7","High value","486.87"
"17669","United Kingdom","3406.72","2011-10-28 08:53:00","7","High value","486.67"
"13198","United Kingdom","3401.24","2011-11-29 15:17:00","6","High value","566.87"
"15228","United Kingdom","3386.71","2011-10-04 13:56:00","4","High value","846.68"
"13842","United Kingdom","3385.62","2011-10-12 10:51:00","9","High value","376.18"
"15708","United Kingdom","3364.24","2011-10-30 10:54:00","7","High value","480.61"
"16011","United Kingdom","3362.71","2011-12-01 16:31:00","16","High value","210.17"
"14227","United Kingdom","3350.96","2011-11-13 15:48:00","10","High value","335.10"
"16818","United Kingdom","3349.57","2011-11-29 10:41:00","11","High value","304.51"
"16607","United Kingdom","3347.71","2011-11-22 10:24:00","14","High value","239.12"
"17183","United Kingdom","3347.31","2011-12-02 10:07:00","6","High value","557.89"
"13015","United Kingdom","3346.28","2011-10-17 13:19:00","5","High value","669.26"
"12643","France","3344.64","2011-08-03 12:56:00","6","High value","557.44"
"12613","Germany","3344.38","2011-10-13 14:59:00","5","High value","668.88"
"12594","Italy","3338.22","2011-11-02 12:20:00","10","High value","333.82"
"16556","United Kingdom","3313.79","2011-10-04 11:36:00","7","High value","473.40"
"12429","Denmark","3312.42","2011-11-30 17:22:00","3","High value","1104.14"
"13373","United Kingdom","3312.25","2011-10-10 10:51:00","3","High value","1104.08"
"14841","United Kingdom","3295.76","2011-10-17 15:03:00","6","High value","549.29"
"14702","United Kingdom","3292.14","2011-12-08 19:29:00","17","High value","193.66"
"15632","United Kingdom","3285.31","2011-11-24 09:51:00","8","High value","410.66"
"12480","Germany","3281.63","2011-11-11 14:52:00","4","High value","820.41"
"15764","United Kingdom","3279.97","2011-09-12 17:58:00","6","High value","546.66"
"17723","United Kingdom","3276.40","2011-08-04 18:37:00","6","High value","546.07"
"12370","Cyprus","3268.49","2011-10-19 14:51:00","3","High value","1089.50"
"13952","United Kingdom","3251.07","2011-05-06 09:00:00","2","High value","1625.54"
"13047","United Kingdom","3237.54","2011-11-08 12:06:00","10","High value","323.75"
"15443","United Kingdom","3236.91","2011-12-08 10:40:00","7","High value","462.42"
"17050","United Kingdom","3228.84","2011-09-04 13:48:00","6","High value","538.14"
"14175","United Kingdom","3222.30","2011-10-11 11:55:00","3","High value","1074.10"
"13880","United Kingdom","3219.77","2011-11-18 13:44:00","13","High value","247.67"
"13268","United Kingdom","3214.69","2011-11-22 11:51:00","11","High value","292.24"
"14388","United Kingdom","3212.84","2011-11-29 13:32:00","8","High value","401.61"
"12417","Belgium","3212.80","2011-12-06 14:52:00","8","High value","401.60"
"16107","United Kingdom","3204.16","2011-11-22 09:40:00","7","High value","457.74"
"17220","United Kingdom","3198.25","2011-11-15 13:47:00","14","High value","228.45"
"13868","United Kingdom","3192.54","2011-12-02 16:32:00","2","High value","1596.27"
"17685","United Kingdom","3191.53","2011-11-23 11:36:00","7","High value","455.93"
"13758","United Kingdom","3190.55","2011-11-28 11:11:00","7","High value","455.79"
"14844","United Kingdom","3189.81","2011-10-07 10:41:00","4","High value","797.45"
"12456","Switzerland","3181.04","2011-10-26 14:41:00","3","High value","1060.35"
"17672","United Kingdom","3178.17","2011-10-20 14:18:00","2","High value","1589.09"
"17231","United Kingdom","3174.32","2011-11-27 15:18:00","10","High value","317.43"
"16837","United Kingdom","3170.98","2011-11-08 14:27:00","11","High value","288.27"
"16041","United Kingdom","3166.40","2011-11-09 12:25:00","3","High value","1055.47"
"15861","United Kingdom","3165.36","2011-11-27 15:59:00","8","High value","395.67"
"17863","United Kingdom","3160.00","2011-10-11 13:45:00","6","High value","526.67"
"15065","United Kingdom","3158.13","2011-11-02 09:45:00","4","High value","789.53"
"14235","United Kingdom","3144.86","2011-09-25 14:37:00","5","High value","628.97"
"13742","United Kingdom","3131.02","2011-11-23 11:07:00","12","High value","260.92"
"16156","United Kingdom","3122.04","2011-12-01 12:42:00","9","High value","346.89"
"13685","United Kingdom","3119.44","2011-12-07 11:41:00","7","High value","445.63"
"16326","United Kingdom","3110.96","2011-12-04 10:11:00","14","High value","222.21"
"16678","United Kingdom","3109.99","2011-12-07 12:17:00","12","High value","259.17"
"13869","United Kingdom","3104.95","2011-08-08 13:53:00","4","High value","776.24"
"14099","United Kingdom","3104.17","2011-11-23 13:53:00","11","High value","282.20"
"16905","United Kingdom","3102.43","2011-12-04 14:01:00","7","High value","443.20"
"15491","United Kingdom","3100.09","2011-09-05 15:56:00","6","High value","516.68"
"14257","United Kingdom","3099.72","2011-10-06 16:54:00","5","High value","619.94"
"14565","United Kingdom","3099.12","2011-09-05 09:07:00","4","High value","774.78"
"13135","United Kingdom","3096.00","2011-05-27 10:52:00","1","High value","3096.00"
"17059","United Kingdom","3095.04","2011-11-10 12:27:00","5","High value","619.01"
"13362","United Kingdom","3090.74","2011-11-30 14:41:00","4","High value","772.69"
"15998","United Kingdom","3089.97","2011-11-03 12:45:00","5","High value","617.99"
"16218","United Kingdom","3084.68","2011-11-10 09:59:00","7","High value","440.67"
"18272","United Kingdom","3078.58","2011-12-07 12:43:00","6","High value","513.10"
"12910","United Kingdom","3075.04","2011-11-16 14:28:00","8","High value","384.38"
